-- ============================================================================
-- Query 08: All Sessions from drvl1078 — Activity 08:30 to 08:50
-- ============================================================================
-- Database: POST2P (DBID: 2771519206)
-- Snap Range: 233938 - 233941 (09-MAR-2026 08:00 to 09:30)
-- Purpose: Show all ASH activity from machine drvl1078 (where SID 3082 originated) around the storm onset
-- 
-- SQL Query:
--   SELECT sample_time, session_id, session_serial#, user_id,
--          sql_id, sql_opname, module, program,
--          event, session_state, blocking_session
--   FROM   dba_hist_active_sess_history
--   WHERE  dbid = 2771519206
--     AND  snap_id BETWEEN 233938 AND 233941
--     AND  machine = 'drvl1078'
--     AND  sample_time BETWEEN
--          TO_TIMESTAMP('2026-03-09 08:30:00','YYYY-MM-DD HH24:MI:SS') AND
--          TO_TIMESTAMP('2026-03-09 08:50:00','YYYY-MM-DD HH24:MI:SS')
--   ORDER BY sample_time, session_id;
-- 
-- Notes: 9,291 rows — comprehensive view of drvl1078 sessions before and during storm
-- ============================================================================
SAMPLE_TIME,SESSION_ID,SESSION_SERIAL#,USER_ID,SQL_ID,SQL_OPNAME,MODULE,PROGRAM,EVENT,SESSION_STATE,BLOCKING_SESSION
09-MAR-26 08.47.22.860000000 AM,26,59839,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,31,19111,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,116,26551,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,242,41933,198,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,320,39718,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,325,65193,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,435,45517,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,555,31922,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,645,63195,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,649,61887,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,753,18727,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,759,4375,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,767,397,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,875,18107,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,962,60741,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,990,64061,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,1173,36041,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,1177,37169,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1391,14321,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,1518,21798,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1595,44183,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1596,26025,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1710,14523,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1812,63396,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,1817,45173,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,1819,49925,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,2027,25605,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2148,48314,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2245,53587,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,2349,57569,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2451,17191,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,2456,41289,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,2464,24086,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2569,25921,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2655,9821,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,2681,51105,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2785,10087,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2899,45879,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2981,43343,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,2982,21349,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3083,21317,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3105,37343,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3205,33413,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3214,14385,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3310,36911,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3393,65459,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3395,10668,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3404,53035,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3505,33943,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3518,54457,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3519,16585,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3636,18101,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3727,42788,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3828,45812,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,3851,1337,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,3958,30061,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,4036,4587,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4139,1801,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,4347,36801,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4474,49333,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4562,14427,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,4666,26849,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4697,41741,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,4905,20013,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,4911,14501,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4989,45185,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,4994,9197,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,5097,20979,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,5327,48166,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5441,10959,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,5520,21114,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5639,22944,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,5644,16605,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5649,39995,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5756,8321,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,5835,37455,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5847,20489,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,5968,21145,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6061,49874,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6168,54753,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6278,28334,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6282,15190,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6288,20015,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6290,51545,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6378,11645,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6494,56615,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6584,590,267,7durh24kdq0cj,UPDATE,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file scattered read,WAITING,
09-MAR-26 08.47.22.860000000 AM,6602,25953,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6679,23471,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6702,54883,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6705,26678,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,6813,26078,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,6903,10913,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,7012,521,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,7019,2166,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7028,33678,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7029,37313,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7115,27375,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,7133,41565,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,7212,10365,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7320,59413,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7326,16690,198,424uf9yukmuqx,SELECT,SQL*Plus,sqlplus@drvl1078 (TNS V1-V3),db file sequential read,WAITING,
09-MAR-26 08.47.22.860000000 AM,7431,64560,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7551,16049,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7653,430,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7656,5065,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7747,17419,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7764,61558,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7847,56167,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7856,46119,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,7870,36487,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,7956,8675,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,7957,18869,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8080,55227,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8081,151,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,8174,23633,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8175,38497,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8179,10513,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8300,42687,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8394,21457,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8399,49299,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8402,43679,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8497,54085,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8500,51547,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8508,17435,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8613,52421,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,8615,61575,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8719,61435,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8815,34631,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8833,10931,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,8938,51357,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9041,53161,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9138,22917,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9141,46595,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9248,44775,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9252,42151,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9449,44999,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9543,44627,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9662,6275,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9670,58658,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9762,11019,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,9786,45835,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9860,55619,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,9863,19653,267,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082
09-MAR-26 08.47.22.860000000 AM,9877,42097,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9883,6047,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,9887,14645,267,,,,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,
09-MAR-26 08.47.22.860000000 AM,9980,35339,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
09-MAR-26 08.47.22.860000000 AM,10073,61051,198,,,sqlplus@drvl1078 (TNS V1-V3),sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322
